1509342764.265441,0
1509342764.279209,0
1509342764.295358,0
1509342764.326379,0
1509342764.343373,0
1509342764.359417,0
1509342764.374748,0
1509342764.390181,0
1509342764.406582,0
1509342764.421001,0
1509342764.436515,0
1509342764.450823,0
1509342764.465353,0
1509342764.481793,0
1509342764.496885,0
1509342764.510637,0
1509342764.525733,0
1509342764.539300,0
1509342764.553554,0
1509342764.567078,0
1509342764.581757,0
1509342764.595397,0
1509342764.609334,0
1509342764.622987,0
1509342764.636764,0
1509342764.650096,0
1509342764.664124,0
1509342764.677332,0
1509342764.692578,0
1509342764.707588,0
1509342764.721414,0
1509342764.734530,0
1509342764.748159,0
1509342764.772579,0
1509342764.801599,0
1509342764.819455,0
1509342764.832963,0
1509342764.846427,0
1509342764.860438,0
1509342764.875489,0
1509342764.888911,0
1509342764.902363,0
1509342764.915808,0
1509342764.929216,0
1509342764.943088,0
1509342764.956547,0
1509342764.970837,0
1509342764.984362,0
1509342764.998451,0
1509342765.012402,0
1509342765.025899,0
1509342765.039040,0
1509342765.052633,0
1509342765.066165,0
1509342765.079726,0
1509342765.093513,0
1509342765.107895,0
1509342765.122150,0
1509342765.136778,0
1509342765.152233,0
1509342765.166792,0
1509342765.181318,0
1509342765.196277,0
1509342765.212543,0
1509342765.228591,0
1509342765.245449,0
1509342765.261271,0
1509342765.277570,0
1509342765.293768,0
1509342765.313209,0
1509342765.328505,0
1509342765.343568,0
1509342765.356858,0
1509342765.370225,0
1509342765.383371,0
1509342765.396786,0
1509342765.410878,0
1509342765.425047,0
1509342765.440048,0
1509342765.453492,0
1509342765.466929,0
1509342765.482065,0
1509342765.495473,0
1509342765.509702,0
1509342765.522975,0
1509342765.536634,0
1509342765.550070,0
1509342765.563297,0
1509342765.577808,0
1509342765.591746,0
1509342765.606117,0
1509342765.620863,0
1509342765.634118,0
1509342765.647693,0
1509342765.662080,0
1509342765.676265,0
1509342765.690253,0
1509342765.703809,0
1509342765.717211,0
1509342765.731321,0
1509342765.744993,0
1509342765.758366,0
1509342765.772773,0
1509342765.786167,0
1509342765.799918,0
1509342765.813443,0
1509342765.828541,0
1509342765.842997,0
1509342765.856833,0
1509342765.870275,0
1509342765.883758,0
1509342765.897404,0
1509342765.910670,0
1509342765.925043,0
1509342765.938896,0
1509342765.952163,0
1509342765.965855,0
1509342765.979322,0
1509342765.994890,0
1509342766.009232,0
1509342766.022921,0
1509342766.036972,0
1509342766.050346,0
1509342766.063913,0
1509342766.078476,0
1509342766.091873,0
1509342766.105514,0
1509342766.118950,0
1509342766.132435,0
1509342766.146246,0
1509342766.159879,0
1509342766.173311,0
1509342766.186623,0
1509342766.200026,0
1509342766.213426,0
1509342766.227171,0
1509342766.241810,0
1509342766.255354,0
1509342766.268893,0
1509342766.282366,0
1509342766.295761,0
1509342766.309571,0
1509342766.323197,0
1509342766.338044,0
1509342766.351323,0
1509342766.364958,0
1509342766.378118,0
1509342766.391696,0
