1509344722.293622,0
1509344722.311487,0
1509344722.336777,0
1509344722.352185,0
1509344722.365337,0
1509344722.379485,0
1509344722.393918,0
1509344722.407267,0
1509344722.420649,0
1509344722.434062,0
1509344722.447488,0
1509344722.462960,0
1509344722.476312,0
1509344722.489900,0
1509344722.503615,0
1509344722.517017,0
1509344722.530803,0
1509344722.544485,0
1509344722.558344,0
1509344722.571756,0
1509344722.585545,0
1509344722.599247,0
1509344722.612627,0
1509344722.625955,0
1509344722.640086,0
1509344722.653527,0
1509344722.666897,0
1509344722.680214,0
1509344722.694575,0
1509344722.708647,0
1509344722.723149,0
1509344722.736783,0
1509344722.750399,0
1509344722.764180,0
1509344722.778166,0
1509344722.792282,0
1509344722.806709,0
1509344722.819940,0
1509344722.833425,0
1509344722.847102,0
1509344722.862100,0
1509344722.876791,0
1509344722.890834,0
1509344722.904484,0
1509344722.918175,0
1509344722.932380,0
1509344722.946142,0
1509344722.959774,0
1509344722.975171,0
1509344722.991547,0
1509344723.005003,0
1509344723.018405,0
1509344723.031822,0
1509344723.045414,0
1509344723.059031,0
1509344723.073757,0
1509344723.087077,0
1509344723.100882,0
1509344723.115998,0
1509344723.129935,0
1509344723.143331,0
1509344723.157723,0
1509344723.171914,0
1509344723.185492,0
1509344723.198903,0
1509344723.212335,0
1509344723.227583,0
1509344723.241671,0
1509344723.256713,0
1509344723.270572,0
1509344723.284490,0
1509344723.298495,0
1509344723.312727,0
1509344723.326430,0
1509344723.340966,0
1509344723.354883,0
1509344723.368675,0
1509344723.382168,0
1509344723.396723,0
1509344723.410212,0
1509344723.424974,0
1509344723.440241,0
1509344723.455584,0
1509344723.469527,0
1509344723.483155,0
1509344723.497480,0
1509344723.512421,0
1509344723.527306,0
1509344723.540496,0
1509344723.555453,0
1509344723.569464,0
1509344723.584196,0
1509344723.599994,0
1509344723.615288,0
1509344723.628726,0
1509344723.643046,0
1509344723.658072,0
1509344723.672771,0
1509344723.687647,0
1509344723.701120,0
1509344723.716090,0
1509344723.729409,0
1509344723.743914,0
1509344723.759511,0
1509344723.773108,0
1509344723.791300,0
1509344723.804699,0
1509344723.818721,0
1509344723.832780,0
1509344723.847620,0
1509344723.861296,0
1509344723.875326,0
1509344723.889335,0
1509344723.904436,0
1509344723.919546,0
1509344723.932939,0
1509344723.946236,0
1509344723.961048,0
1509344723.976609,0
1509344723.991815,0
1509344724.007330,0
1509344724.020917,0
1509344724.034339,0
1509344724.048733,0
1509344724.065050,0
1509344724.078910,0
1509344724.094040,0
1509344724.111709,0
1509344724.125077,0
1509344724.140437,0
1509344724.154139,0
1509344724.169401,0
1509344724.183967,0
1509344724.197404,0
1509344724.211213,0
1509344724.226219,0
1509344724.241147,0
1509344724.255182,0
1509344724.269847,0
1509344724.284296,0
1509344724.297742,0
1509344724.312840,0
1509344724.328038,0
1509344724.343564,0
1509344724.359487,0
1509344724.373872,0
1509344724.387978,0
1509344724.401477,0
1509344724.416222,0
1509344724.431433,0
1509344724.444662,0
1509344724.459565,0
1509344724.476226,0
1509344724.490097,0
1509344724.505895,0
1509344724.521920,0
