1503916360,s1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1503916360,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1503916360,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1503916360,s2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1503916360,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1503916360,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1503916360,s3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1503916360,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1503916360,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1503916360,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1503916360,s3-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1503916360,s3-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1503916360,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1503916361,s1,0.00,3662.00,3662.00,3662,0,0.00,22.00,22.00,22,0,0.00,0.00,0,0
1503916361,eth0,456.00,735.00,1191.00,735,456,6.00,6.00,12.00,6,6,0.00,0.00,0,0
1503916361,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1503916361,s2,250.00,3502.00,3752.00,3502,250,3.00,20.00,23.00,20,3,0.00,0.00,0,0
1503916361,s1-eth2,149574.00,6091456.00,6241030.00,6091456,149574,2012.00,4043.00,6055.00,4043,2012,0.00,0.00,0,0
1503916361,s1-eth1,6094046.00,148592.00,6242638.00,148592,6094046,4049.00,2008.00,6057.00,2008,4049,0.00,0.00,0,0
1503916361,s3,90.00,3412.00,3502.00,3412,90,1.00,19.00,20.00,19,1,0.00,0.00,0,0
1503916361,s2-eth2,151532.00,6090240.00,6241772.00,6090240,151532,2021.00,4036.00,6057.00,4036,2021,0.00,0.00,0,0
1503916361,s2-eth1,6091456.00,149574.00,6241030.00,149574,6091456,4043.00,2012.00,6055.00,2012,4043,0.00,0.00,0,0
1503916361,lo,19877.00,19877.00,39754.00,19877,19877,192.00,192.00,384.00,192,192,0.00,0.00,0,0
1503916361,s3-eth2,153405.00,6091072.00,6244477.00,6091072,153405,2032.00,4026.00,6058.00,4026,2032,0.00,0.00,0,0
1503916361,s3-eth1,6090240.00,151532.00,6241772.00,151532,6090240,4036.00,2021.00,6057.00,2021,4036,0.00,0.00,0,0
1503916361,total,18750926.00,18753654.00,37504580.00,18753654,18750926,18395.00,18405.00,36800.00,18405,18395,0.00,0.00,0,0
1503916362,s1,0.00,1305.00,1305.00,1305,0,0.00,5.00,5.00,5,0,0.00,0.00,0,0
1503916362,eth0,152.00,245.00,397.00,245,152,2.00,2.00,4.00,2,2,0.00,0.00,0,0
1503916362,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1503916362,s2,0.00,1305.00,1305.00,1305,0,0.00,5.00,5.00,5,0,0.00,0.00,0,0
1503916362,s1-eth2,151407.00,6163285.00,6314692.00,6163285,151407,2039.00,4075.00,6114.00,4075,2039,0.00,0.00,0,0
1503916362,s1-eth1,6165468.00,150738.00,6316206.00,150738,6165468,4078.00,2037.00,6115.00,2037,4078,0.00,0.00,0,0
1503916362,s3,0.00,1632.00,1632.00,1632,0,0.00,6.00,6.00,6,0,0.00,0.00,0,0
1503916362,s2-eth2,152518.00,6164130.00,6316648.00,6164130,152518,2045.00,4074.00,6119.00,4074,2045,0.00,0.00,0,0
1503916362,s2-eth1,6163285.00,151407.00,6314692.00,151407,6163285,4075.00,2039.00,6114.00,2039,4075,0.00,0.00,0,0
1503916362,lo,5494.00,5494.00,10988.00,5494,5494,52.00,52.00,104.00,52,52,0.00,0.00,0,0
1503916362,s3-eth2,152738.00,6163494.00,6316232.00,6163494,152738,2046.00,4071.00,6117.00,4071,2046,0.00,0.00,0,0
1503916362,s3-eth1,6164130.00,152518.00,6316648.00,152518,6164130,4074.00,2045.00,6119.00,2045,4074,0.00,0.00,0,0
1503916362,total,18955192.00,18955552.00,37910744.00,18955553,18955192,18411.00,18411.00,36822.00,18411,18411,0.00,0.00,0,0
